company_name,company_country,company_employees,company_website,address name,city,location type,file_name
WHIRLPOOL MANAGEMENT EMEA SRL,ITALY|ITALY,4268,https://www.info-clipper.com/en/company/italy/whirlpool-management-emea-srl.itd7a5chl.html,VIA CARLO PISACANE 1,PERO,Headquarter,wissel_aziende_info_clipper
WESTERN WASHINGTON UNIVERSITY,Washington(WA)|UNITED STATES,4269,https://www.info-clipper.com/en/company/united-states/western-washington-university.usd1b6o3y.html,516 HIGH ST,BELLINGHAM,Headquarter,wissel_aziende_info_clipper
FUMEX INSTALLATIONS LIMITED,UNITED KINGDOM|UNITED KINGDOM,4270,https://www.info-clipper.com/en/company/united-kingdom/fumex-installations-limited.gbd3xraq0.html,91 Seedlee Road Walton Summit Cent,PRESTON,Headquarter,wissel_aziende_info_clipper
BELENERGIA MEZZ FINANCE SRL,ITALY|ITALY,4271,https://www.info-clipper.com/en/company/italy/belenergia-mezz-finance-srl.itd74auib.html,PIAZZA VELASCA 4,MILANO,Headquarter,wissel_aziende_info_clipper
UNIVERSITY HOSPITALS HEALTH SYSTEM. INC.,Ohio(OH)|UNITED STATES,4272|UNIVERSITY HOSPITALS,https://www.info-clipper.com/en/company/united-states/university-hospitals-health-system-inc.usd1aanjh.html,3605 WARRENSVILLE CTR RD,SHAKER HEIGHTS,Headquarter,wissel_aziende_info_clipper
CANDY KITTENS LIMITED,UNITED KINGDOM|UNITED KINGDOM,4273,https://www.info-clipper.com/en/company/united-kingdom/candy-kittens-limited.gbd3lwohe.html,7 Lyric Square,LONDON,Headquarter,wissel_aziende_info_clipper
BELENERGIA SPA,ITALY|ITALY,4274,https://www.info-clipper.com/en/company/italy/belenergia-spa.itd7altx0.html,VIA GABRIO SERBELLONI 5,MILANO,Headquarter,wissel_aziende_info_clipper
UNIVERSITY OF MICHIGAN HEALTH SYSTEM,Michigan(MI)|UNITED STATES,4275|MICHIGAN MEDICINE,https://www.info-clipper.com/en/company/united-states/university-of-michigan-health-system.usdbrhur.html,1500 E MEDICAL CENTER DR,ANN ARBOR,Headquarter,wissel_aziende_info_clipper
P&O FERRIES LIMITED,UNITED KINGDOM|UNITED KINGDOM,4276,https://www.info-clipper.com/en/company/united-kingdom/po-ferries-limited.gbd3l2vpk.html,Channel House Channel View Road,DOVER,Headquarter,wissel_aziende_info_clipper
OTB SPA,ITALY|ITALY,4277,https://www.info-clipper.com/en/company/italy/otb-spa.itd7659g7.html,VIA DELL\'INDUSTRIA 2,BREGANZE,Headquarter,wissel_aziende_info_clipper
ALLINA HEALTH SYSTEM,Minnesota(MN)|UNITED STATES,4278,https://www.info-clipper.com/en/company/united-states/allina-health-system.usd1x6usl.html,2925 CHICAGO AVE,MINNEAPOLIS,Headquarter,wissel_aziende_info_clipper
BRAIDR LIMITED,UNITED KINGDOM|UNITED KINGDOM,4279,https://www.info-clipper.com/en/company/united-kingdom/braidr-limited.gbd3rrcoh.html,22 Charterhouse Square,LONDON,Single address,wissel_aziende_info_clipper
ISTITUTO ITALIANO DEL MARCHIO DI QUALITA' SPA,ITALY|ITALY,4280,https://www.info-clipper.com/en/company/italy/istituto-italiano-del-marchio-di-qualita-spa.itd78tq96.html,VIA MARCO FABIO QUINTILIANO 43,MILANO,Headquarter,wissel_aziende_info_clipper
HACKENSACK MERIDIAN HEALTH. INC.,New Jersey(NJ)|UNITED STATES,4281,https://www.info-clipper.com/en/company/united-states/hackensack-meridian-health-inc.usda4f3pj.html,343 THORNALL ST,EDISON,Headquarter,wissel_aziende_info_clipper
JOHN MILLS LIMITED,UNITED KINGDOM|UNITED KINGDOM,4282|Jml,https://www.info-clipper.com/en/company/united-kingdom/john-mills-limited.gbd4x6aja.html,610 Chiswick High Road,LONDON,Headquarter,wissel_aziende_info_clipper
HB BOSCARINI SPA,ITALY|ITALY,4283,https://www.info-clipper.com/en/company/italy/hb-boscarini-spa.itd7d8rh9.html,VIA FOGLIA 11,LUNANO,Headquarter,wissel_aziende_info_clipper
DUKE UNIVERSITY HEALTH SYSTEM. INC.,North Carolina(NC)|UNITED STATES,4284,https://www.info-clipper.com/en/company/united-states/duke-university-health-system-inc.usdz79b.html,2301 ERWIN RD,DURHAM,Headquarter,wissel_aziende_info_clipper
DS SMITH PLC,UNITED KINGDOM|UNITED KINGDOM,4285,https://www.info-clipper.com/en/company/united-kingdom/ds-smith-plc.gbd3hz0st.html,350 Euston Road,LONDON,Headquarter,wissel_aziende_info_clipper
ANTICA FARMACEUTICA LUCCHESE SRL,ITALY|ITALY,4286,https://www.info-clipper.com/en/company/italy/antica-farmaceutica-lucchese-srl.itd76ltfg.html,VIA DELLE CORNACCHIE 960/H,LUCCA (SAN VITO ),Single address,wissel_aziende_info_clipper
INFIRMARY HEALTH SYSTEM. INC.,Alabama(AL)|UNITED STATES,4287,https://www.info-clipper.com/en/company/united-states/infirmary-health-system-inc.usd1zzlop.html,5 MOBILE INFIRMARY CIR,MOBILE,Headquarter,wissel_aziende_info_clipper
CVC ADVISERS LIMITED,UNITED KINGDOM|UNITED KINGDOM,4288,https://www.info-clipper.com/en/company/united-kingdom/cvc-advisers-limited.gbdc5dfag.html,111 Strand,LONDON,Headquarter,wissel_aziende_info_clipper
PHSHOP SRL,ITALY|ITALY,4289,https://www.info-clipper.com/en/company/italy/phshop-srl.itd74jm0c.html,VIA FERRANTE IMPARATO 190 PIANO SECONDO INT.37,NAPOLI,Headquarter,wissel_aziende_info_clipper
CLEVELAND CLINIC FOUNDATION. THE,Ohio(OH)|UNITED STATES,4290,https://www.info-clipper.com/en/company/united-states/cleveland-clinic-foundation-the.usdak0wq.html,9500 EUCLID AVE,CLEVELAND,Headquarter,wissel_aziende_info_clipper
DS GD UK LIMITED,UNITED KINGDOM|UNITED KINGDOM,4291,https://www.info-clipper.com/en/company/united-kingdom/ds-gd-uk-limited.gbd3qfgxo.html,6 Bevis Marks,LONDON,Single address,wissel_aziende_info_clipper
COLOMION SPA,ITALY|ITALY,4292,https://www.info-clipper.com/en/company/italy/colomion-spa.itd777aqb.html,CAMPO SMITH REG. MOLINO 18,BARDONECCHIA,Headquarter,wissel_aziende_info_clipper
GOOGLE LLC,California(CA)|UNITED STATES,4293,https://www.info-clipper.com/en/company/united-states/google-llc.usd109clp.html,1600 AMPHITHEATRE PKWY,MOUNTAIN VIEW,Headquarter,wissel_aziende_info_clipper
PARAGON INTERNET GROUP LIMITED,UNITED KINGDOM|UNITED KINGDOM,4294,https://www.info-clipper.com/en/company/united-kingdom/paragon-internet-group-limited.gbd3lb60a.html,5th Floor Shipping Building The Old Vinyl Factory. 252-254 Blyth Road,HAYES,Headquarter,wissel_aziende_info_clipper
LINIFICIO E CANAPIFICIO NAZIONALE SRL SOCIETA' BENEFIT,ITALY|ITALY,4295,https://www.info-clipper.com/en/company/italy/linificio-e-canapificio-nazionale-srl-societa-benefit.itd7328p4.html,VIA GHIAIE 55,VILLA D'ALME',Headquarter,wissel_aziende_info_clipper
GLOBAL X MANAGEMENT COMPANY LLC,New York(NY)|UNITED STATES,4296|GLOBAL X FUNDS,https://www.info-clipper.com/en/company/united-states/global-x-management-company-llc.usdcmz52.html,605 3RD AVE FL 43,NEW YORK,Headquarter,wissel_aziende_info_clipper
GO DADDY EUROPE LIMITED,UNITED KINGDOM|UNITED KINGDOM,4297,https://www.info-clipper.com/en/company/united-kingdom/go-daddy-europe-limited.gbd3mu36z.html,5th Floor The Shipping Building. The Old Vinyl Factory,HAYES,Headquarter,wissel_aziende_info_clipper
UNICREDIT SPA,ITALY|ITALY,4298,https://www.info-clipper.com/en/company/italy/unicredit-spa.itd735qbr.html,PIAZZA GAE AULENTI 3 TOWER A,MILANO,Headquarter,wissel_aziende_info_clipper
PRINCESS CRUISE LINES. LTD.,California(CA)|UNITED STATES,4299|PRINCESS CRUISES,https://www.info-clipper.com/en/company/united-states/princess-cruise-lines-ltd.usd171c94.html,24305 TOWN CTR DR,SANTA CLARITA,Headquarter,wissel_aziende_info_clipper
123-REG LIMITED,UNITED KINGDOM|UNITED KINGDOM,4300,https://www.info-clipper.com/en/company/united-kingdom/123-reg-limited.gbdbw83pd.html,5th Floor The Shipping Building Old Viny. 252-254 Blyth Road,HAYES,Headquarter,wissel_aziende_info_clipper
PANINI SPA,ITALY|ITALY,4301,https://www.info-clipper.com/en/company/italy/panini-spa.itd741mr7.html,VIALE EMILIO PO 380,MODENA,Headquarter,wissel_aziende_info_clipper
MEDIDATA SOLUTIONS. INC.,New York(NY)|UNITED STATES,4302|MEDIDATA,https://www.info-clipper.com/en/company/united-states/medidata-solutions-inc.usddwc2hb.html,350 HUDSON ST,NEW YORK,Headquarter,wissel_aziende_info_clipper
ALUMASC BUILDING PRODUCTS LIMITED,UNITED KINGDOM|UNITED KINGDOM,4303,https://www.info-clipper.com/en/company/united-kingdom/alumasc-building-products-limited.gbdctmjm6.html,Station Road Burton Latimer,KETTERING,Headquarter,wissel_aziende_info_clipper
LCI ITALY SRL,ITALY|ITALY,4304,https://www.info-clipper.com/en/company/italy/lci-italy-srl.itd78c59g.html,VIA ETRURIA 1,SAN CASCIANO IN VAL DI PESA,Headquarter,wissel_aziende_info_clipper
SABIC INNOVATIVE PLASTICS US LLC,Texas(TX)|UNITED STATES,4305|SABIC,https://www.info-clipper.com/en/company/united-states/sabic-innovative-plastics-us-llc.usdd80s35.html,2500 CITYWEST BLVD STE 100,HOUSTON,Headquarter,wissel_aziende_info_clipper
GREENCELL LIMITED,UNITED KINGDOM|UNITED KINGDOM,4306,https://www.info-clipper.com/en/company/united-kingdom/greencell-limited.gbd3yodc6.html,42 KINGS HILL AVENUE KINGS HILL,WEST MALLING,Headquarter,wissel_aziende_info_clipper
GOOGLE ITALY SRL,ITALY|ITALY,4307,https://www.info-clipper.com/en/company/italy/google-italy-srl.itd698al1.html,VIA FEDERICO CONFALONIERI 4,MILANO,Headquarter,wissel_aziende_info_clipper
LSI CORPORATION,California(CA)|UNITED STATES,4308|BROADCOM,https://www.info-clipper.com/en/company/united-states/lsi-corporation.usd7eq1p.html,1320 RIDDER PARK DR,SAN JOSE,Headquarter,wissel_aziende_info_clipper
SAFETY MANAGEMENT ADVISORY SERVICES LIMITED,UNITED KINGDOM|UNITED KINGDOM,4309,https://www.info-clipper.com/en/company/united-kingdom/safety-management-advisory-services-limited.gbd8jbyef.html,14 Fore Street Yealmpton,PLYMOUTH,Single address,wissel_aziende_info_clipper
IRONMAN ITALY SRL,ITALY|ITALY,4310,https://www.info-clipper.com/en/company/italy/ironman-italy-srl.itd74gdlq.html,VIA AGNELLO 8,MILANO,Single address,wissel_aziende_info_clipper
THOUGHTWORKS. INC.,Illinois(IL)|UNITED STATES,4311,https://www.info-clipper.com/en/company/united-states/thoughtworks-inc.usddcvzuy.html,200 E RANDOLPH ST STE 2500 FL 25,CHICAGO,Headquarter,wissel_aziende_info_clipper
SKYWORKS SOLUTIONS LIMITED,UNITED KINGDOM|UNITED KINGDOM,4312|SKYWORKS,https://www.info-clipper.com/en/company/united-kingdom/skyworks-solutions-limited.gbd70biw4.html,GROUND FLOOR. RIVERSIDE HOUSE RIVERSIDE HOUSE. RIVERSIDE,BISHOP'S STORTFORD,Single address,wissel_aziende_info_clipper
HEXIS ITALIA SRL,ITALY|ITALY,4313,https://www.info-clipper.com/en/company/italy/hexis-italia-srl.itd9bhis4.html,VIA MELOZZO DA FORLI' 41,MEDIGLIA,Headquarter,wissel_aziende_info_clipper
TRANSCORE PARTNERS. LLC,Tennessee(TN)|UNITED STATES,4314,https://www.info-clipper.com/en/company/united-states/transcore-partners-llc.usd1ydwr0.html,150 4TH AVE N STE 1200,NASHVILLE,Headquarter,wissel_aziende_info_clipper
GLOBAL AWARE INTERNATIONAL GROUP LIMITED,UNITED KINGDOM|UNITED KINGDOM,4315,https://www.info-clipper.com/en/company/united-kingdom/global-aware-international-group-limited.gbd3naw67.html,12 Level The Shard. 32 London Bridge Street,LONDON,Headquarter,wissel_aziende_info_clipper
AIR HEX ALONTE SRL,ITALY|ITALY,4316,https://www.info-clipper.com/en/company/italy/air-hex-alonte-srl.itd79zl7f.html,VIA DELLE ALBERE 5,ALONTE,Headquarter,wissel_aziende_info_clipper
MSREF REAL ESTATE ADVISOR. INC.,New York(NY)|UNITED STATES,4317,https://www.info-clipper.com/en/company/united-states/msref-real-estate-advisor-inc.usd1b8gm2.html,111 8TH AVE,NEW YORK,Single address,wissel_aziende_info_clipper
ACCENTURE (UK) LIMITED,UNITED KINGDOM|UNITED KINGDOM,4318,https://www.info-clipper.com/en/company/united-kingdom/accenture-limited.gbdc5kakf.html,30 Fenchurch Street,LONDON,Headquarter,wissel_aziende_info_clipper
DEMETRA SPA,ITALY|ITALY,4319,https://www.info-clipper.com/en/company/italy/demetra-spa.itd73otxx.html,VIA EFREM NOBILI 44,MOLINELLA,Headquarter,wissel_aziende_info_clipper
ROYAL & SUN ALLIANCE INSURANCE AGENCY. INC,New York(NY)|UNITED STATES,4320,https://www.info-clipper.com/en/company/united-states/royal-sun-alliance-insurance-agency-inc.usdaaol3l.html,88 PINE ST STE 3100,NEW YORK,Headquarter,wissel_aziende_info_clipper
ACCENTURE MARKETING SERVICES LTD,UNITED KINGDOM|UNITED KINGDOM,4321,https://www.info-clipper.com/en/company/united-kingdom/accenture-marketing-services-ltd.gbd3i0pjc.html,30 Fenchurch Street,LONDON,Single address,wissel_aziende_info_clipper
STATE STREET BANK INTERNATIONAL GMBH,ITALY|ITALY,4322,https://www.info-clipper.com/en/company/italy/state-street-bank-international-gmbh.itd76sjl4.html,VIA FERRANTE APORTI 10,MILANO,Headquarter,wissel_aziende_info_clipper
C&A MARKETING. INC.,New Jersey(NJ)|UNITED STATES,4323|WOLF CAMERA,https://www.info-clipper.com/en/company/united-states/ca-marketing-inc.usd287l6c.html,114 TIVED LN E,EDISON,Headquarter,wissel_aziende_info_clipper
ACCENTURE PLC,UNITED KINGDOM|UNITED KINGDOM,4324,https://www.info-clipper.com/en/company/united-kingdom/accenture-plc.gbd3o8lux.html,Plantation Place 30 Fenchurch Street,LONDON,Headquarter,wissel_aziende_info_clipper
KODAK SPA,ITALY|ITALY,4325,https://www.info-clipper.com/en/company/italy/kodak-spa.itd79ptu8.html,VIA GIACOMO MATTEOTTI 62,CINISELLO BALSAMO,Single address,wissel_aziende_info_clipper
SOMFY SYSTEMS. INC.,New Jersey(NJ)|UNITED STATES,4326,https://www.info-clipper.com/en/company/united-states/somfy-systems-inc.usd1ezvph.html,121 HERROD BLVD,DAYTON,Headquarter,wissel_aziende_info_clipper
DELOITTE LLP,UNITED KINGDOM|UNITED KINGDOM,4327,https://www.info-clipper.com/en/company/united-kingdom/deloitte-llp.gbd6173h7.html,1 New Street Square,LONDON,Headquarter,wissel_aziende_info_clipper
WITHSECURE SRL,ITALY|ITALY,4328,https://www.info-clipper.com/en/company/italy/withsecure-srl.itd5ll1w3.html,VIA VITTOR PISANI 15,MILANO,Headquarter,wissel_aziende_info_clipper
STATE STREET GLOBAL ADVISORS. INC.,Massachusetts(MA)|UNITED STATES,4329,https://www.info-clipper.com/en/company/united-states/state-street-global-advisors-inc.usd5ciyf.html,1 LINCOLN ST,BOSTON,Headquarter,wissel_aziende_info_clipper
DELOITTE MCS LIMITED,UNITED KINGDOM|UNITED KINGDOM,4330|DELOITTE,https://www.info-clipper.com/en/company/united-kingdom/deloitte-mcs-limited.gbd69lict.html,1 New Street Square,LONDON,Headquarter,wissel_aziende_info_clipper
BERTIN ITALIA SRL,ITALY|ITALY,4331,https://www.info-clipper.com/en/company/italy/bertin-italia-srl.itd78cv23.html,VIA DINO COL 6 R,GENOVA ((IVI DAL 01/04/2020) ),Single address,wissel_aziende_info_clipper
STATE STREET GLOBAL ADVISORS TRUST COMPANY,Massachusetts(MA)|UNITED STATES,4332,https://www.info-clipper.com/en/company/united-states/state-street-global-advisors-trust-company.usd1c0rm2.html,1 IRON ST,BOSTON,Single address,wissel_aziende_info_clipper
SPIRENT COMMUNICATIONS PLC,UNITED KINGDOM|UNITED KINGDOM,4333,https://www.info-clipper.com/en/company/united-kingdom/spirent-communications-plc.gbd3l0t9w.html,Origin One 108 High Street,CRAWLEY,Headquarter,wissel_aziende_info_clipper
ALTHEA SPA,ITALY|ITALY,4334,https://www.info-clipper.com/en/company/italy/althea-spa.itd7bwbdp.html,RIVA TOMMASO GULLI 12,TRIESTE,Headquarter,wissel_aziende_info_clipper
PIPER SANDLER & CO.,Minnesota(MN)|UNITED STATES,4335,https://www.info-clipper.com/en/company/united-states/piper-sandler-co.usda4c9q2.html,800 NICOLLET MALL STE 900,MINNEAPOLIS,Headquarter,wissel_aziende_info_clipper
INCLEX NO 3 LIMITED,UNITED KINGDOM|UNITED KINGDOM,4336,https://www.info-clipper.com/en/company/united-kingdom/inclex-no-3-limited.gbd3o3yui.html,Origin One 108 High Street,CRAWLEY,Headquarter,wissel_aziende_info_clipper
GIORGIO GORI SRL,ITALY|ITALY,4337,https://www.info-clipper.com/en/company/italy/giorgio-gori-srl.itd74p8qp.html,VIA GOFFREDO LEPORI 9,COLLESALVETTI (STAGNO ),Headquarter,wissel_aziende_info_clipper
IFM INVESTORS (US). LLC,New York(NY)|UNITED STATES,4338,https://www.info-clipper.com/en/company/united-states/ifm-investors-llc.usdbnjxd.html,114 W 47TH ST FL 26,NEW YORK,Single address,wissel_aziende_info_clipper
INCLEX NO 7 LIMITED,UNITED KINGDOM|UNITED KINGDOM,4339,https://www.info-clipper.com/en/company/united-kingdom/inclex-no-7-limited.gbd6m1yjc.html,15 Enterprise Way Aviation Park Hurn,CHRISTCHURCH,Single address,wissel_aziende_info_clipper
ORDINE NAZIONALE DEI BIOLOGI DI ROMA,ITALY|ITALY,4340,https://www.info-clipper.com/en/company/italy/ordine-nazionale-dei-biologi-di-roma.itdaf19wc.html,VIA ICILIO 7,ROMA,Single address,wissel_aziende_info_clipper
ANDERSON SHAPIRO EYE SURGEONS S C,Wisconsin(WI)|UNITED STATES,4341,https://www.info-clipper.com/en/company/united-states/anderson-shapiro-eye-surgeons-s-c.usd280766.html,1200 JOHN Q HAMMNS DR STE 100,MADISON,Headquarter,wissel_aziende_info_clipper
TIKTOK INFORMATION TECHNOLOGIES UK LIMITED,UNITED KINGDOM|UNITED KINGDOM,4342|TIKTOK,https://www.info-clipper.com/en/company/united-kingdom/tiktok-information-technologies-uk-limited.gbd3o1km0.html,6th Floor One London Wall,LONDON,Headquarter,wissel_aziende_info_clipper
TAORMINA HOTEL MANAGEMENT SRL,ITALY|ITALY,4343,https://www.info-clipper.com/en/company/italy/taormina-hotel-management-srl.itd76xynx.html,PIAZZA SAN DOMENICO 5,TAORMINA,Headquarter,wissel_aziende_info_clipper
MULESOFT. INC.,California(CA)|UNITED STATES,4344,https://www.info-clipper.com/en/company/united-states/mulesoft-inc.usdd6sfsa.html,50 FREMONT ST STE 300,SAN FRANCISCO,Single address,wissel_aziende_info_clipper
INFECTIOUS MEDIA LIMITED,UNITED KINGDOM|UNITED KINGDOM,4345,https://www.info-clipper.com/en/company/united-kingdom/infectious-media-limited.gbd3nz45u.html,4-7 Fulwood Place. High Holborn,LONDON,Single address,wissel_aziende_info_clipper
LOVATO ELECTRIC SPA,ITALY|ITALY,4346|LOVATO SPA,https://www.info-clipper.com/en/company/italy/lovato-electric-spa.itd78zcjj.html,VIA DON EMILIO MAZZA 12,GORLE,Headquarter,wissel_aziende_info_clipper
MULESOFT. LLC,California(CA)|UNITED STATES,4347,https://www.info-clipper.com/en/company/united-states/mulesoft-llc.usd1byily.html,415 MISSION ST,SAN FRANCISCO,Single address,wissel_aziende_info_clipper
KEPLER GROUP EMEA LIMITED,UNITED KINGDOM|UNITED KINGDOM,4348,https://www.info-clipper.com/en/company/united-kingdom/kepler-group-emea-limited.gbd3hprtn.html,7 Henrietta Street C/O Redfern Legal Llp,LONDON,Headquarter,wissel_aziende_info_clipper
MICROSOFT SRL,ITALY|ITALY,4349,https://www.info-clipper.com/en/company/italy/microsoft-srl.itd748u8i.html,VIALE PASUBIO 21,MILANO (MICROSOFT HOUSE  . MICROSOFT HOUSE ),Headquarter,wissel_aziende_info_clipper
SAINT-GOBAIN PERFORMANCE PLASTICS CORPORATION,Ohio(OH)|UNITED STATES,4350|SAINT-GOBAIN,https://www.info-clipper.com/en/company/united-states/saint-gobain-performance-plastics-corporation.usd4zobn.html,31500 SOLON RD OHIO,SOLON,Headquarter,wissel_aziende_info_clipper
THE INNOVATION GROUP (EMEA) LIMITED,UNITED KINGDOM|UNITED KINGDOM,4351,https://www.info-clipper.com/en/company/united-kingdom/the-innovation-group-limited.gbd3ofia6.html,Yarmouth House 1300 Parkway Solent Business Park. Whiteley,FAREHAM,Headquarter,wissel_aziende_info_clipper
TOD'S SPA,ITALY|ITALY,4352,https://www.info-clipper.com/en/company/italy/tods-spa.itd771nuk.html,VIA FILIPPO DELLA VALLE 1,SANT'ELPIDIO A MARE (BRANCADORO ),Headquarter,wissel_aziende_info_clipper
PETSMART LLC,Arizona(AZ)|UNITED STATES,4353|PETSMART RISK MANAGEMENT,https://www.info-clipper.com/en/company/united-states/petsmart-llc.usd2vhbn0.html,19601 N 27TH AVE,PHOENIX,Headquarter,wissel_aziende_info_clipper
NICHINO EUROPE CO.. LTD.,UNITED KINGDOM|UNITED KINGDOM,4354,https://www.info-clipper.com/en/company/united-kingdom/nichino-europe-co-ltd.gbd3h3o6z.html,Unit 5 Pioneer Court. Chivers Way. Histon,CAMBRIDGE,Single address,wissel_aziende_info_clipper
EDENRED ITALIA SRL,ITALY|ITALY,4355,https://www.info-clipper.com/en/company/italy/edenred-italia-srl.itd7bvwrq.html,VIA GIOVANNI BATTISTA PIRELLI 18,MILANO,Headquarter,wissel_aziende_info_clipper
CALIFORNIA RAM. INC.,California(CA)|UNITED STATES,4356|REYNOLDS ADVANCED MATERIALS,https://www.info-clipper.com/en/company/united-states/california-ram-inc.usdet2l1.html,2040 N LINCOLN ST,BURBANK,Single address,wissel_aziende_info_clipper
BARCLAYS PRIVATE CLIENTS INTERNATIONAL LTD,UNITED KINGDOM|UNITED KINGDOM,4357|Barclays,https://www.info-clipper.com/en/company/united-kingdom/barclays-private-clients-international-ltd.gbd3ixmcf.html,Barclays House Victoria Street. Douglas,ISLE OF MAN,Headquarter,wissel_aziende_info_clipper
DATA 4 SERVICES ITALY SPA,ITALY|ITALY,4358,https://www.info-clipper.com/en/company/italy/data-4-services-italy-spa.itd76ombu.html,PIAZZA ELEONORA DUSE 2,MILANO,Headquarter,wissel_aziende_info_clipper
CONSTELLIS HOLDINGS. LLC,Virginia(VA)|UNITED STATES,4359,https://www.info-clipper.com/en/company/united-states/constellis-holdings-llc.usdfz7ld1.html,13530 DULLES TECHNOLOGY DR STE 500,HERNDON,Headquarter,wissel_aziende_info_clipper
VELOCIX SOLUTIONS LIMITED,UNITED KINGDOM|UNITED KINGDOM,4360|VELOCIX,https://www.info-clipper.com/en/company/united-kingdom/velocix-solutions-limited.gbd3pkt37.html,Cambridge Innovation Park. F3 Blenheim House Denny End Road. Waterbeach,CAMBRIDGE,Headquarter,wissel_aziende_info_clipper
TELMO PARTECIPAZIONI SRL,ITALY|ITALY,4361,https://www.info-clipper.com/en/company/italy/telmo-partecipazioni-srl.itd74vnzx.html,VIA XX SETTEMBRE 58/C,BERGAMO,Headquarter,wissel_aziende_info_clipper
CONSTELLIS. LLC,Virginia(VA)|UNITED STATES,4362,https://www.info-clipper.com/en/company/united-states/constellis-llc.usd1araep.html,13530 DULLES TECHNOLOGY DR STE 500,HERNDON,Headquarter,wissel_aziende_info_clipper
MAVENIR SYSTEMS LIMITED,UNITED KINGDOM|UNITED KINGDOM,4363|MAVENIR,https://www.info-clipper.com/en/company/united-kingdom/mavenir-systems-limited.gbdcr5mln.html,Reading International Business Park Part Spur AG. Basingstoke Road,READING,Headquarter,wissel_aziende_info_clipper
BROKER NET ITALIA SRL,ITALY|ITALY,4364,https://www.info-clipper.com/en/company/italy/broker-net-italia-srl.itd74fz80.html,VIA CIMABUE 4,PRATO,Headquarter,wissel_aziende_info_clipper
STATE FARM MUTUAL AUTOMOBILE INSURANCE COMPANY,Illinois(IL)|UNITED STATES,4365,https://www.info-clipper.com/en/company/united-states/state-farm-mutual-automobile-insurance-company.usd44hr5.html,1 STATE FARM PLZ,BLOOMINGTON,Headquarter,wissel_aziende_info_clipper
DIGITAL BARRIERS SERVICES LIMITED,UNITED KINGDOM|UNITED KINGDOM,4366|DIGITAL BARRIERS,https://www.info-clipper.com/en/company/united-kingdom/digital-barriers-services-limited.gbd3hzp9n.html,39 ST VINCENT PLACE,GLASGOW,Headquarter,wissel_aziende_info_clipper
BARADINE INVEST SL,ITALY|ITALY,4367,https://www.info-clipper.com/en/company/italy/baradine-invest-sl.itd7b6bkg.html,PIAZZALE BIANCAMANO 8,MILANO,Single address,wissel_aziende_info_clipper
PERFORMANCE PLASTICS. INC.,California(CA)|UNITED STATES,4368,https://www.info-clipper.com/en/company/united-states/performance-plastics-inc.usd1l3bb1.html,7919 ST ANDREWS AVE,SAN DIEGO,Single address,wissel_aziende_info_clipper
RIO TINTO INTERNATIONAL HOLDINGS LIMITED,UNITED KINGDOM|UNITED KINGDOM,4369,https://www.info-clipper.com/en/company/united-kingdom/rio-tinto-international-holdings-limited.gbd3q48v7.html,St James's Square,LONDON,Headquarter,wissel_aziende_info_clipper
UFI FILTERS SPA,ITALY|ITALY,4370,https://www.info-clipper.com/en/company/italy/ufi-filters-spa.itd73hso0.html,VIA EUROPA 26,PORTO MANTOVANO,Headquarter,wissel_aziende_info_clipper
GORMAN-RUPP COMPANY. THE,Ohio(OH)|UNITED STATES,4371,https://www.info-clipper.com/en/company/united-states/gorman-rupp-company-the.usd2h1hg.html,600 S AIRPORT RD,MANSFIELD,Headquarter,wissel_aziende_info_clipper
INEOS SALES (UK) LIMITED,UNITED KINGDOM|UNITED KINGDOM,4372|INEOS,https://www.info-clipper.com/en/company/united-kingdom/ineos-sales-limited.gbd3l6wdy.html,Hawkslease Chapel Lane,LYNDHURST,Headquarter,wissel_aziende_info_clipper
GN AUDIO ITALY SRL,ITALY|ITALY,4373,https://www.info-clipper.com/en/company/italy/gn-audio-italy-srl.itd7a69ye.html,VIA TORRI BIANCHE 6,VIMERCATE,Single address,wissel_aziende_info_clipper
NP DURANGO LLC,Nevada(NV)|UNITED STATES,4374,https://www.info-clipper.com/en/company/united-states/np-durango-llc.usd1bcl5x.html,1505 S PAVILION CTR DR,LAS VEGAS,Single address,wissel_aziende_info_clipper
INEOS GROUP HOLDINGS LIMITED,UNITED KINGDOM|UNITED KINGDOM,4375|INEOS,https://www.info-clipper.com/en/company/united-kingdom/ineos-group-holdings-limited.gbd3o5qp1.html,38 Hans Crescent,LONDON,Headquarter,wissel_aziende_info_clipper
ACCENTURE SPA,ITALY|ITALY,4376,https://www.info-clipper.com/en/company/italy/accenture-spa.itd78tok8.html,VIA NINO BONNET 10,MILANO,Headquarter,wissel_aziende_info_clipper
DEVELOPMENTAL DISABILITIES SERVICES. DELAWARE DIVISION OF,Delaware(DE)|UNITED STATES,4377,https://www.info-clipper.com/en/company/united-states/developmental-disabilities-services-delaware-division-of.usd2jbotn.html,1056 S GOVERNORS AVE,DOVER,Headquarter,wissel_aziende_info_clipper
INEOS HYGIENICS LIMITED,UNITED KINGDOM|UNITED KINGDOM,4378|INEOS,https://www.info-clipper.com/en/company/united-kingdom/ineos-hygienics-limited.gbd3qgt8i.html,School Aycliffe Lane,NEWTON AYCLIFFE,Headquarter,wissel_aziende_info_clipper
CLIVET SPA,ITALY|ITALY,4379,https://www.info-clipper.com/en/company/italy/clivet-spa.itd798q9z.html,VIA CAMP LONC 25,FELTRE (VILLAPAIERA ),Headquarter,wissel_aziende_info_clipper
